HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input_globalindex	Input_lemma	Input_lemmaindex	Input_lleftcontext	Input_lheadword	Input_lrightcontext	Input_gs_expert	Answer_Category	Approve	Reject
227HIT3HVWAV79T15YH25720KJJDL8	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2626X3YOCCF0ZGSJF4KIRIIYB2KRQQ	A11GFH66WMVKMB	Approved	Mon Apr 23 14:15:39 GMT 2012	Mon Apr 23 14:17:24 GMT 2012	Sat Apr 28 07:17:24 PDT 2012	Tue Apr 24 08:04:52 PDT 2012			105	100% (896/896)	100% (896/896)	0% (0/0)	197	kettle	24	Selling for more than 20 times the price of an ordinary model&#44the	kettle	quickly became a cult object for design-conscious consumers .	CONTAINER	Category1		
227HIT3HVWAV79T15YH25720KJJDL8	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			26R9RNDWIOV1FYFMLSKGY13ZQLMGVB	A2HAIY6HUOISQY	Approved	Mon Apr 23 13:49:40 GMT 2012	Mon Apr 23 13:49:52 GMT 2012	Sat Apr 28 06:49:52 PDT 2012	Tue Apr 24 08:04:52 PDT 2012			12	100% (105/105)	100% (105/105)	0% (0/0)	197	kettle	24	Selling for more than 20 times the price of an ordinary model&#44the	kettle	quickly became a cult object for design-conscious consumers .	CONTAINER	Category1		
227HIT3HVWAV79T15YH25720KJJDL8	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2M1KSSZVXX2QRWHT25FYKNIXE9J5NE	A2HM35CWB7IIFM	Approved	Mon Apr 23 15:34:16 GMT 2012	Mon Apr 23 15:34:23 GMT 2012	Sat Apr 28 08:34:23 PDT 2012	Tue Apr 24 08:04:52 PDT 2012			7	100% (511/511)	100% (511/511)	0% (0/0)	197	kettle	24	Selling for more than 20 times the price of an ordinary model&#44the	kettle	quickly became a cult object for design-conscious consumers .	CONTAINER	Category1		
227HIT3HVWAV79T15YH25720KJJDL8	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2MOYB49F9SSS4OO013ESX5H6SUDRVY	A36JZTUKQVV5S5	Approved	Mon Apr 23 16:11:32 GMT 2012	Mon Apr 23 16:11:43 GMT 2012	Sat Apr 28 09:11:43 PDT 2012	Tue Apr 24 08:04:52 PDT 2012			11	100% (100/100)	100% (100/100)	0% (0/0)	197	kettle	24	Selling for more than 20 times the price of an ordinary model&#44the	kettle	quickly became a cult object for design-conscious consumers .	CONTAINER	Category1		
227HIT3HVWAV79T15YH25720KJJDL8	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2YC2JE1M7PKKWCEVO3QAG04MCJ9XQW	A1LRRDBA84ITCJ	Approved	Mon Apr 23 14:47:11 GMT 2012	Mon Apr 23 14:47:17 GMT 2012	Sat Apr 28 07:47:17 PDT 2012	Tue Apr 24 08:04:52 PDT 2012			6	100% (966/966)	100% (463/463)	0% (0/0)	197	kettle	24	Selling for more than 20 times the price of an ordinary model&#44the	kettle	quickly became a cult object for design-conscious consumers .	CONTAINER	Category1		
20WNLVWJ5OPBNPIFHNPM0B7F0JMU29	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			24DF395SW6NGO6F25DEJFYF2SLCTFF	A1LRRDBA84ITCJ	Approved	Mon Apr 23 14:49:39 GMT 2012	Mon Apr 23 14:49:47 GMT 2012	Sat Apr 28 07:49:47 PDT 2012	Tue Apr 24 08:04:53 PDT 2012			8	100% (966/966)	100% (463/463)	0% (0/0)	198	vessel	24	When the	vessel	was broken&#44sometimes the stones would fall out and become lost .	CONTAINER	Category1		
20WNLVWJ5OPBNPIFHNPM0B7F0JMU29	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			262VKI62NJQ2OYPYROHHABKMPHULT8	A11GFH66WMVKMB	Approved	Mon Apr 23 14:10:55 GMT 2012	Mon Apr 23 14:11:39 GMT 2012	Sat Apr 28 07:11:39 PDT 2012	Tue Apr 24 08:04:53 PDT 2012			44	100% (896/896)	100% (896/896)	0% (0/0)	198	vessel	24	When the	vessel	was broken&#44sometimes the stones would fall out and become lost .	CONTAINER	Category1		
20WNLVWJ5OPBNPIFHNPM0B7F0JMU29	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2DGH1XERSQV6TI8OZXK3LVWB869080	A2HM35CWB7IIFM	Approved	Mon Apr 23 15:33:41 GMT 2012	Mon Apr 23 15:33:49 GMT 2012	Sat Apr 28 08:33:49 PDT 2012	Tue Apr 24 08:04:53 PDT 2012			8	100% (511/511)	100% (511/511)	0% (0/0)	198	vessel	24	When the	vessel	was broken&#44sometimes the stones would fall out and become lost .	CONTAINER	Category1		
20WNLVWJ5OPBNPIFHNPM0B7F0JMU29	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2IS6UFBNFSVGHC22RKJWANG2SEJ4IH	A1C0X3AM7X75R9	Approved	Mon Apr 23 13:59:12 GMT 2012	Mon Apr 23 13:59:29 GMT 2012	Sat Apr 28 06:59:29 PDT 2012	Tue Apr 24 08:04:53 PDT 2012			17	100% (673/673)	100% (266/266)	0% (0/0)	198	vessel	24	When the	vessel	was broken&#44sometimes the stones would fall out and become lost .	CONTAINER	Category1		
20WNLVWJ5OPBNPIFHNPM0B7F0JMU29	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2YI1SNQQ7Q67NWOP2RER52TRPNS9TE	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:10:41 GMT 2012	Mon Apr 23 16:10:48 GMT 2012	Sat Apr 28 09:10:48 PDT 2012	Tue Apr 24 08:04:53 PDT 2012			7	100% (346/346)	100% (346/346)	0% (0/0)	198	vessel	24	When the	vessel	was broken&#44sometimes the stones would fall out and become lost .	CONTAINER	Category1		
2ELYOCCF0CP57OCS029I1YG50W0UT2	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			224XKNQY2RCJ7XQYDTUHV0KVVWP2R6	A1IV0802ICNA0A	Approved	Mon Apr 23 16:48:54 GMT 2012	Mon Apr 23 16:49:01 GMT 2012	Sat Apr 28 09:49:01 PDT 2012	Tue Apr 24 08:04:53 PDT 2012			7	100% (253/253)	100% (253/253)	0% (0/0)	199	vial	24	Scentmarks&#44containing estrus-inducing pheromone&#44were collected by rubbing 4 sides of a 7 - ml glass	vial	on the suprasternal gland of an unrelated male .	CONTAINER	Category1		
2ELYOCCF0CP57OCS029I1YG50W0UT2	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			23DB3L0FBJ9IB26D165VI5RQ4O3MY1	A11GFH66WMVKMB	Approved	Mon Apr 23 14:25:07 GMT 2012	Mon Apr 23 14:27:15 GMT 2012	Sat Apr 28 07:27:15 PDT 2012	Tue Apr 24 08:04:54 PDT 2012			128	100% (896/896)	100% (896/896)	0% (0/0)	199	vial	24	Scentmarks&#44containing estrus-inducing pheromone&#44were collected by rubbing 4 sides of a 7 - ml glass	vial	on the suprasternal gland of an unrelated male .	CONTAINER	Category1		
2ELYOCCF0CP57OCS029I1YG50W0UT2	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2KMC26DG67D1KUIZXZRCSK2KRN3E73	A2HM35CWB7IIFM	Approved	Mon Apr 23 14:19:03 GMT 2012	Mon Apr 23 14:19:31 GMT 2012	Sat Apr 28 07:19:31 PDT 2012	Tue Apr 24 08:04:54 PDT 2012			28	100% (511/511)	100% (511/511)	0% (0/0)	199	vial	24	Scentmarks&#44containing estrus-inducing pheromone&#44were collected by rubbing 4 sides of a 7 - ml glass	vial	on the suprasternal gland of an unrelated male .	CONTAINER	Category1		
2ELYOCCF0CP57OCS029I1YG50W0UT2	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2MHWZ9RNDWIOISF6A2UDXGU2GKBTEB	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:38:42 GMT 2012	Mon Apr 23 16:38:50 GMT 2012	Sat Apr 28 09:38:50 PDT 2012	Tue Apr 24 08:04:54 PDT 2012			8	100% (346/346)	100% (346/346)	0% (0/0)	199	vial	24	Scentmarks&#44containing estrus-inducing pheromone&#44were collected by rubbing 4 sides of a 7 - ml glass	vial	on the suprasternal gland of an unrelated male .	CONTAINER	Category2		
2ELYOCCF0CP57OCS029I1YG50W0UT2	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2YRFYQS1CSTMB6KQV7VIG1EZQ9ILOR	A1LRRDBA84ITCJ	Approved	Mon Apr 23 14:47:30 GMT 2012	Mon Apr 23 14:47:34 GMT 2012	Sat Apr 28 07:47:34 PDT 2012	Tue Apr 24 08:04:54 PDT 2012			4	100% (966/966)	100% (463/463)	0% (0/0)	199	vial	24	Scentmarks&#44containing estrus-inducing pheromone&#44were collected by rubbing 4 sides of a 7 - ml glass	vial	on the suprasternal gland of an unrelated male .	CONTAINER	Category1		
2OKJENLVWJ5OC2NXDVQ82MWCIOIS08	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2C2C9KSSZVXXPHR4C9BQSYGOVIO3LG	A1BHMDRWW9ZYSO	Approved	Mon Apr 23 15:03:08 GMT 2012	Mon Apr 23 15:03:17 GMT 2012	Sat Apr 28 08:03:17 PDT 2012	Tue Apr 24 08:04:54 PDT 2012			9	100% (238/238)	100% (125/125)	0% (0/0)	200	bottle	25	But the freedom to get behind the wheel after half a	bottle	of wine at dinner or an evening downing a six-pack--or whatever it takes to get your blood level to 0 . 08 percent alcohol--has little value .	CONTENT	Category1		
2OKJENLVWJ5OC2NXDVQ82MWCIOIS08	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2C8MMEGOOGQSZDTHSPTSIIUV7MOCC8	A2HM35CWB7IIFM	Approved	Mon Apr 23 15:18:57 GMT 2012	Mon Apr 23 15:19:03 GMT 2012	Sat Apr 28 08:19:03 PDT 2012	Tue Apr 24 08:04:54 PDT 2012			6	100% (511/511)	100% (511/511)	0% (0/0)	200	bottle	25	But the freedom to get behind the wheel after half a	bottle	of wine at dinner or an evening downing a six-pack--or whatever it takes to get your blood level to 0 . 08 percent alcohol--has little value .	CONTENT	Category2		
2OKJENLVWJ5OC2NXDVQ82MWCIOIS08	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2M4F0CP5KXPT5E5HFD74TM7OBS0XY9	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:08:45 GMT 2012	Mon Apr 23 16:08:51 GMT 2012	Sat Apr 28 09:08:51 PDT 2012	Tue Apr 24 08:04:55 PDT 2012			6	100% (346/346)	100% (346/346)	0% (0/0)	200	bottle	25	But the freedom to get behind the wheel after half a	bottle	of wine at dinner or an evening downing a six-pack--or whatever it takes to get your blood level to 0 . 08 percent alcohol--has little value .	CONTENT	Category2		
2OKJENLVWJ5OC2NXDVQ82MWCIOIS08	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2M7806UFBNFSI7HKXI05WW6OTNY2GU	A1LRRDBA84ITCJ	Approved	Mon Apr 23 14:34:20 GMT 2012	Mon Apr 23 14:34:25 GMT 2012	Sat Apr 28 07:34:25 PDT 2012	Tue Apr 24 08:04:55 PDT 2012			5	100% (966/966)	100% (463/463)	0% (0/0)	200	bottle	25	But the freedom to get behind the wheel after half a	bottle	of wine at dinner or an evening downing a six-pack--or whatever it takes to get your blood level to 0 . 08 percent alcohol--has little value .	CONTENT	Category2		
2OKJENLVWJ5OC2NXDVQ82MWCIOIS08	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			2V12HECWA6X3LFZBXF3P9KXQ643KL1	A11GFH66WMVKMB	Approved	Mon Apr 23 14:15:18 GMT 2012	Mon Apr 23 14:16:44 GMT 2012	Sat Apr 28 07:16:44 PDT 2012	Tue Apr 24 08:04:55 PDT 2012			86	100% (896/896)	100% (896/896)	0% (0/0)	200	bottle	25	But the freedom to get behind the wheel after half a	bottle	of wine at dinner or an evening downing a six-pack--or whatever it takes to get your blood level to 0 . 08 percent alcohol--has little value .	CONTENT	Category2		
26QPJWKUDD8X92QPLOQ0F6UUZGMAL3	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:44 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:44 GMT 2012			20K1CSTMOFXR0JRHUG5YHNXKS8ZPS3	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:36:10 GMT 2012	Mon Apr 23 16:36:14 GMT 2012	Sat Apr 28 09:36:14 PDT 2012	Tue Apr 24 08:04:55 PDT 2012			4	100% (346/346)	100% (346/346)	0% (0/0)	201	container	25	All	containers	must be adequately labeled to indicate their contents .	CONTAINER	Category1		
