"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input_globalindex","Input_lemma","Input_lemmaindex","Input_lleftcontext","Input_lheadword","Input_lrightcontext","Input_gs_expert","Answer_Category","Approve","Reject"
"26U6SK9RJ85OM9MDZ11ATMOPLUJT59","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","21T4IXKO2L9245ZVSLO32OCEOJ8CD8","AZACNY1H74YWS","Approved","Thu Feb 28 15:06:11 GMT 2013","Thu Feb 28 15:06:20 GMT 2013","Tue Mar 05 07:06:20 PST 2013","Fri Mar 01 09:58:40 PST 2013","","","9","100% (6/6)","100% (6/6)","100% (6/6)","396","salmon","47","She tests the product on texts ranging from the Ten Commandments to a recipe for cooking","salmon","by Martha Stewart&#44but she leaves it to the reader to decide how good the summary is .","YES","MEAT"
"26U6SK9RJ85OM9MDZ11ATMOPLUJT59","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","22FTL0XULRGNG262414X9FP9WQ2P37","A3TO5HGN9WSRXE","Approved","Thu Feb 28 15:25:22 GMT 2013","Thu Feb 28 15:25:28 GMT 2013","Tue Mar 05 07:25:28 PST 2013","Fri Mar 01 09:58:40 PST 2013","","","6","100% (1/1)","100% (1/1)","100% (1/1)","396","salmon","47","She tests the product on texts ranging from the Ten Commandments to a recipe for cooking","salmon","by Martha Stewart&#44but she leaves it to the reader to decide how good the summary is .","YES","MEAT"
"26U6SK9RJ85OM9MDZ11ATMOPLUJT59","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","22TCSTMOFXRDFV5BJTPDRXJHVKUTQA","AO3XB5I5QNNUI","Approved","Thu Feb 28 14:35:18 GMT 2013","Thu Feb 28 14:35:28 GMT 2013","Tue Mar 05 06:35:28 PST 2013","Fri Mar 01 09:58:40 PST 2013","","","10","100% (7/7)","100% (7/7)","100% (7/7)","396","salmon","47","She tests the product on texts ranging from the Ten Commandments to a recipe for cooking","salmon","by Martha Stewart&#44but she leaves it to the reader to decide how good the summary is .","YES","MEAT"
"26U6SK9RJ85OM9MDZ11ATMOPLUJT59","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","2790JPPSI2KY1G8R7MWKPM6YSNOJPD","AY0758IITCGOZ","Approved","Thu Feb 28 15:24:15 GMT 2013","Thu Feb 28 15:24:20 GMT 2013","Tue Mar 05 07:24:20 PST 2013","Fri Mar 01 09:58:40 PST 2013","","","5","100% (5/5)","100% (5/5)","100% (5/5)","396","salmon","47","She tests the product on texts ranging from the Ten Commandments to a recipe for cooking","salmon","by Martha Stewart&#44but she leaves it to the reader to decide how good the summary is .","YES","MEAT"
"26U6SK9RJ85OM9MDZ11ATMOPLUJT59","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","2VSXULRGNTBJQD9CFK6PBN64T00S6J","AWRAXV1RIYR0M","Approved","Thu Feb 28 14:18:01 GMT 2013","Thu Feb 28 14:18:09 GMT 2013","Tue Mar 05 06:18:09 PST 2013","Fri Mar 01 09:58:41 PST 2013","","","8","100% (371/371)","100% (7/7)","100% (7/7)","396","salmon","47","She tests the product on texts ranging from the Ten Commandments to a recipe for cooking","salmon","by Martha Stewart&#44but she leaves it to the reader to decide how good the summary is .","YES","MEAT"
"20BUHYW2GTP9E1URNBD1A9YTJ4BMRE","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","2A85R98D8J3V1YJRA8EYGG3OL34FVL","A31YZ8JR422KFR","Approved","Thu Feb 28 14:59:49 GMT 2013","Thu Feb 28 15:00:00 GMT 2013","Tue Mar 05 07:00:00 PST 2013","Fri Mar 01 09:58:39 PST 2013","","","11","100% (14/14)","100% (14/14)","100% (14/14)","196","swine","13","Because pork production in Sonora is a relatively new development and because the United States has restricted the importation of","swine","and pork products for the last 20 years&#44APHIS bases its potential impact analysis on some assumptions regarding the level of pork production in Sonora in the future&#44the percentage of pork production that might be processed in Sonora for shipment to the United States&#44and the demand for pork in the United States .","YES","DOT"
"20BUHYW2GTP9E1URNBD1A9YTJ4BMRE","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","2JXSW6NG1FS3APAITD61JZS1ULTXJ9","AZACNY1H74YWS","Approved","Thu Feb 28 15:06:41 GMT 2013","Thu Feb 28 15:06:58 GMT 2013","Tue Mar 05 07:06:58 PST 2013","Fri Mar 01 09:58:39 PST 2013","","","17","100% (6/6)","100% (6/6)","100% (6/6)","196","swine","13","Because pork production in Sonora is a relatively new development and because the United States has restricted the importation of","swine","and pork products for the last 20 years&#44APHIS bases its potential impact analysis on some assumptions regarding the level of pork production in Sonora in the future&#44the percentage of pork production that might be processed in Sonora for shipment to the United States&#44and the demand for pork in the United States .","YES","MEAT"
"20BUHYW2GTP9E1URNBD1A9YTJ4BMRE","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","2L5DP8PJWKUD0ZKLTIH3DZ0DFDNI7L","A1VKHE5L6QVFUV","Approved","Thu Feb 28 14:57:56 GMT 2013","Thu Feb 28 14:58:04 GMT 2013","Tue Mar 05 06:58:04 PST 2013","Fri Mar 01 09:58:40 PST 2013","","","8","100% (10/10)","100% (10/10)","100% (10/10)","196","swine","13","Because pork production in Sonora is a relatively new development and because the United States has restricted the importation of","swine","and pork products for the last 20 years&#44APHIS bases its potential impact analysis on some assumptions regarding the level of pork production in Sonora in the future&#44the percentage of pork production that might be processed in Sonora for shipment to the United States&#44and the demand for pork in the United States .","YES","MEAT"
"20BUHYW2GTP9E1URNBD1A9YTJ4BMRE","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","2PQQS1CSTMOFKI0RMX31IYDP624QN2","A1VSU8AMV3QFI1","Approved","Thu Feb 28 14:11:44 GMT 2013","Thu Feb 28 14:11:49 GMT 2013","Tue Mar 05 06:11:49 PST 2013","Fri Mar 01 09:58:40 PST 2013","","","5","100% (11/11)","100% (12/12)","100% (12/12)","196","swine","13","Because pork production in Sonora is a relatively new development and because the United States has restricted the importation of","swine","and pork products for the last 20 years&#44APHIS bases its potential impact analysis on some assumptions regarding the level of pork production in Sonora in the future&#44the percentage of pork production that might be processed in Sonora for shipment to the United States&#44and the demand for pork in the United States .","YES","MEAT"
"20BUHYW2GTP9E1URNBD1A9YTJ4BMRE","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","2QKNTL0XULRGAKYIL1DD15FRG61O27","AY0758IITCGOZ","Approved","Thu Feb 28 14:54:53 GMT 2013","Thu Feb 28 14:55:00 GMT 2013","Tue Mar 05 06:55:00 PST 2013","Fri Mar 01 09:58:40 PST 2013","","","7","100% (5/5)","100% (5/5)","100% (5/5)","196","swine","13","Because pork production in Sonora is a relatively new development and because the United States has restricted the importation of","swine","and pork products for the last 20 years&#44APHIS bases its potential impact analysis on some assumptions regarding the level of pork production in Sonora in the future&#44the percentage of pork production that might be processed in Sonora for shipment to the United States&#44and the demand for pork in the United States .","YES","MEAT"
"2JV5NQYN5F3QNA34BDDNGWYCZYJC8A","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","25CI62NJQ217PQW88WXBOLCXNUPVN7","A31YZ8JR422KFR","Approved","Thu Feb 28 15:03:56 GMT 2013","Thu Feb 28 15:04:00 GMT 2013","Tue Mar 05 07:04:00 PST 2013","Fri Mar 01 09:58:41 PST 2013","","","4","100% (14/14)","100% (14/14)","100% (14/14)","397","calf","48","' Most of us with our British visitors had just come down off the mesa where Joe had been branding","calves",".","YES","ANIM"
"2JV5NQYN5F3QNA34BDDNGWYCZYJC8A","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","2KTQP6AUC26D3XUCJCUV4FK2L7B92A","AO3XB5I5QNNUI","Approved","Thu Feb 28 14:26:59 GMT 2013","Thu Feb 28 14:27:03 GMT 2013","Tue Mar 05 06:27:03 PST 2013","Fri Mar 01 09:58:41 PST 2013","","","4","100% (7/7)","100% (7/7)","100% (7/7)","397","calf","48","' Most of us with our British visitors had just come down off the mesa where Joe had been branding","calves",".","YES","ANIM"
"2JV5NQYN5F3QNA34BDDNGWYCZYJC8A","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","2OGZFYQS1CST9F2W9SJ4MC1G7WGKN8","A1P9VXYAY8909","Approved","Thu Feb 28 14:43:24 GMT 2013","Thu Feb 28 14:43:34 GMT 2013","Tue Mar 05 06:43:34 PST 2013","Fri Mar 01 09:58:41 PST 2013","","","10","100% (5/5)","100% (5/5)","100% (5/5)","397","calf","48","' Most of us with our British visitors had just come down off the mesa where Joe had been branding","calves",".","YES","ANIM"
"2JV5NQYN5F3QNA34BDDNGWYCZYJC8A","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","2UIW618N46UX2303NC3EXNDUWC8OQE","AE2SKVLOL06YR","Approved","Thu Feb 28 14:02:06 GMT 2013","Thu Feb 28 14:02:15 GMT 2013","Tue Mar 05 06:02:15 PST 2013","Fri Mar 01 09:58:41 PST 2013","","","9","100% (6/6)","100% (6/6)","100% (6/6)","397","calf","48","' Most of us with our British visitors had just come down off the mesa where Joe had been branding","calves",".","YES","ANIM"
"2JV5NQYN5F3QNA34BDDNGWYCZYJC8A","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:41 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:41 GMT 2013","","","2V12HECWA6X3LFZBXF3P9KXR21JLKA","A3CCO4SVP8T75H","Approved","Thu Feb 28 15:01:53 GMT 2013","Thu Feb 28 15:01:56 GMT 2013","Tue Mar 05 07:01:56 PST 2013","Fri Mar 01 09:58:42 PST 2013","","","3","100% (74/74)","100% (14/14)","100% (14/14)","397","calf","48","' Most of us with our British visitors had just come down off the mesa where Joe had been branding","calves",".","YES","ANIM"
"26R746OQ1SNQDYD5PFW1UKCOMQ7O4D","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","28FJ92NJKM05YD6SCWPW6GTRIBAE9S","AZACNY1H74YWS","Approved","Thu Feb 28 15:24:38 GMT 2013","Thu Feb 28 15:24:44 GMT 2013","Tue Mar 05 07:24:44 PST 2013","Fri Mar 01 09:58:40 PST 2013","","","6","100% (6/6)","100% (6/6)","100% (6/6)","197","tuna","13","You have to move out to the deep-water sounds&#44however&#44to get to the big fish such as marlin&#44sailfish&#44and","tuna",".","YES","ANIM"
"26R746OQ1SNQDYD5PFW1UKCOMQ7O4D","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","2AGNNVRH1KHOW53QTMXNZ9LM5QOPY2","A356EVHB3TU90R","Approved","Thu Feb 28 14:30:49 GMT 2013","Thu Feb 28 14:30:54 GMT 2013","Tue Mar 05 06:30:54 PST 2013","Fri Mar 01 09:58:41 PST 2013","","","5","100% (15/15)","100% (4/4)","100% (4/4)","197","tuna","13","You have to move out to the deep-water sounds&#44however&#44to get to the big fish such as marlin&#44sailfish&#44and","tuna",".","YES","ANIM"
"26R746OQ1SNQDYD5PFW1UKCOMQ7O4D","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","2AGNNVRH1KHOW53QTMXNZ9LM5QSPY6","A1VSU8AMV3QFI1","Approved","Thu Feb 28 15:00:13 GMT 2013","Thu Feb 28 15:00:20 GMT 2013","Tue Mar 05 07:00:20 PST 2013","Fri Mar 01 09:58:41 PST 2013","","","7","100% (11/11)","100% (12/12)","100% (12/12)","197","tuna","13","You have to move out to the deep-water sounds&#44however&#44to get to the big fish such as marlin&#44sailfish&#44and","tuna",".","YES","ANIM"
"26R746OQ1SNQDYD5PFW1UKCOMQ7O4D","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","2R5M25L8I9NZJX4DHLFE8QW92R1IS9","A3CCO4SVP8T75H","Approved","Thu Feb 28 14:54:51 GMT 2013","Thu Feb 28 14:54:54 GMT 2013","Tue Mar 05 06:54:54 PST 2013","Fri Mar 01 09:58:41 PST 2013","","","3","100% (74/74)","100% (14/14)","100% (14/14)","197","tuna","13","You have to move out to the deep-water sounds&#44however&#44to get to the big fish such as marlin&#44sailfish&#44and","tuna",".","YES","ANIM"
"26R746OQ1SNQDYD5PFW1UKCOMQ7O4D","28C85OZIZEHMX1CL63H5IWPXLLBBZ4","Animal or meat?","Recognize whether the name of an animal, like for instance chicken, means the living animal or its meat","categorization, named entity recognition, regular polysemy, animal, meat, word sense disambiguation","$0.05","Thu Feb 28 13:45:46 GMT 2013","5","BatchId:1052248;","14400","432000","Thu Mar 07 13:45:46 GMT 2013","","","2UO4ZMAZHHRR86DZ62EVVH1MQ78KBP","A31YZ8JR422KFR","Approved","Thu Feb 28 15:20:12 GMT 2013","Thu Feb 28 15:20:43 GMT 2013","Tue Mar 05 07:20:43 PST 2013","Fri Mar 01 09:58:41 PST 2013","","","31","100% (14/14)","100% (14/14)","100% (14/14)","197","tuna","13","You have to move out to the deep-water sounds&#44however&#44to get to the big fish such as marlin&#44sailfish&#44and","tuna",".","YES","ANIM"
